Manufacturer,Type,Cost,Power
Fairchild_Semiconductor,Metal_Oxide,3.861,2.5
Fairchild_Semiconductor,Metal_Oxide,7.66,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,7.95,250
STMicroelectronics,Metal_Oxide,7.97,250
STMicroelectronics,Metal_Oxide,7.99,358
STMicroelectronics,Metal_Oxide,4.4,300
STMicroelectronics,Metal_Oxide,8.16,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,8.16,40
STMicroelectronics,Metal_Oxide,4.65001,300
STMicroelectronics,Metal_Oxide,8.62,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,8.75,300
Fairchild_Semiconductor,Metal_Oxide,8.98,216
Fairchild_Semiconductor,Metal_Oxide,9.03,312.5
Fairchild_Semiconductor,Metal_Oxide,9.17,481
Fairchild_Semiconductor,Metal_Oxide,9.75,?
STMicroelectronics,Metal_Oxide,9.75,250
STMicroelectronics,Metal_Oxide,9.91,250
Fairchild_Semiconductor,Metal_Oxide,10.08,481
Fairchild_Semiconductor,Metal_Oxide,10.31,460
Fairchild_Semiconductor,Metal_Oxide,10.48,460
Fairchild_Semiconductor,Metal_Oxide,6.12613,357
Fairchild_Semiconductor,Metal_Oxide,11.05,357
Fairchild_Semiconductor,Metal_Oxide,?,357
STMicroelectronics,Metal_Oxide,6.9,190
STMicroelectronics,Metal_Oxide,11.41,190
STMicroelectronics,Metal_Oxide,?,190
STMicroelectronics,Metal_Oxide,11.92,450
Fairchild_Semiconductor,Metal_Oxide,11.95,592
Infineon_Technologies,Metal_Oxide,13.27,481
Fairchild_Semiconductor,Metal_Oxide,13.49,595
Fairchild_Semiconductor,Metal_Oxide,13.88,417
STMicroelectronics,Metal_Oxide,14.11,330
Fairchild_Semiconductor,Metal_Oxide,15.18,417
Microsemi_HI_REL__,Metal_Oxide,46.75,75
Infineon_Technologies,Metal_Oxide,0.05244,0.36
Infineon_Technologies,Metal_Oxide,0.32,0.36
Infineon_Technologies,Metal_Oxide,?,0.36
Infineon_Technologies,Metal_Oxide,0.089,0.5
Infineon_Technologies,Metal_Oxide,0.57,0.5
Infineon_Technologies,Metal_Oxide,?,0.5
ON_Semiconductor,Metal_Oxide,0.1615,0.91
ON_Semiconductor,Metal_Oxide,?,0.91
ON_Semiconductor,Metal_Oxide,?,0.91
STMicroelectronics,Metal_Oxide,0.193,1.6
STMicroelectronics,Metal_Oxide,0.67,1.6
STMicroelectronics,Metal_Oxide,?,1.6
Infineon_Technologies,Metal_Oxide,0.22127,42
Infineon_Technologies,Metal_Oxide,0.63,42
Infineon_Technologies,Metal_Oxide,?,42
Infineon_Technologies,Metal_Oxide,0.25218,35
Infineon_Technologies,Metal_Oxide,0.77,35
Infineon_Technologies,Metal_Oxide,?,35
Infineon_Technologies,Metal_Oxide,0.25404,56
Infineon_Technologies,Metal_Oxide,0.72,56
Infineon_Technologies,Metal_Oxide,?,56
STMicroelectronics,Metal_Oxide,0.267,3
STMicroelectronics,Metal_Oxide,0.79,3
STMicroelectronics,Metal_Oxide,0.3045,2.7
STMicroelectronics,Metal_Oxide,0.87,2.7
STMicroelectronics,Metal_Oxide,?,2.7
Infineon_Technologies,Metal_Oxide,0.31982,50
Infineon_Technologies,Metal_Oxide,0.98,50
Infineon_Technologies,Metal_Oxide,?,50
Infineon_Technologies,Metal_Oxide,0.3507,1.56
Infineon_Technologies,Metal_Oxide,0.9,1.56
Infineon_Technologies,Metal_Oxide,?,1.56
Infineon_Technologies,Metal_Oxide,0.35192,79
Infineon_Technologies,Metal_Oxide,1,79
Infineon_Technologies,Metal_Oxide,?,79
Central_Semiconductor_Corp,Metal_Oxide,0.093,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.36,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Infineon_Technologies,Metal_Oxide,0.37134,69
Infineon_Technologies,Metal_Oxide,1.01,69
Infineon_Technologies,Metal_Oxide,?,69
Infineon_Technologies,Metal_Oxide,0.37506,69
Infineon_Technologies,Metal_Oxide,1.02,69
Infineon_Technologies,Metal_Oxide,?,69
Central_Semiconductor_Corp,Metal_Oxide,0.0992,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.39,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.0992,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.39,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Infineon_Technologies,Metal_Oxide,0.06279,0.5
Infineon_Technologies,Metal_Oxide,0.39,0.5
Infineon_Technologies,Metal_Oxide,?,0.5
Infineon_Technologies,Metal_Oxide,0.3962,68
Infineon_Technologies,Metal_Oxide,1.02,68
Infineon_Technologies,Metal_Oxide,?,68
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,30
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,30
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,30
Toshiba_Semiconductor_and_Storage,Metal_Oxide,0.4032,30
Infineon_Technologies,Metal_Oxide,0.40575,79
Infineon_Technologies,Metal_Oxide,0.98,79
Infineon_Technologies,Metal_Oxide,?,79
Central_Semiconductor_Corp,Metal_Oxide,0.1054,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.41,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.1054,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.41,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Infineon_Technologies,Metal_Oxide,0.42742,79
Infineon_Technologies,Metal_Oxide,1.1,79
Infineon_Technologies,Metal_Oxide,?,79
STMicroelectronics,Metal_Oxide,0.441,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,0.4466,45
STMicroelectronics,Metal_Oxide,1.15,45
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,0.4494,50
STMicroelectronics,Metal_Oxide,1.16,50
STMicroelectronics,Metal_Oxide,?,50
Infineon_Technologies,Metal_Oxide,0.46326,94
Infineon_Technologies,Metal_Oxide,1.19,94
Infineon_Technologies,Metal_Oxide,?,94
STMicroelectronics,Metal_Oxide,0.4676,45
STMicroelectronics,Metal_Oxide,1.21,45
STMicroelectronics,Metal_Oxide,?,45
Infineon_Technologies,Metal_Oxide,0.49238,38
Infineon_Technologies,Metal_Oxide,1.27,38
Infineon_Technologies,Metal_Oxide,?,38
Infineon_Technologies,Metal_Oxide,0.50134,38
Infineon_Technologies,Metal_Oxide,1.29,38
Infineon_Technologies,Metal_Oxide,?,38
Infineon_Technologies,Metal_Oxide,0.50568,100
Infineon_Technologies,Metal_Oxide,1.3,100
Infineon_Technologies,Metal_Oxide,?,100
STMicroelectronics,Metal_Oxide,0.5166,2
STMicroelectronics,Metal_Oxide,1.33,2
STMicroelectronics,Metal_Oxide,?,2
STMicroelectronics,Metal_Oxide,0.5265,70
STMicroelectronics,Metal_Oxide,1.27,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,?,0.36
Infineon_Technologies,Metal_Oxide,0.53,0.36
Infineon_Technologies,Metal_Oxide,?,0.36
Infineon_Technologies,Metal_Oxide,0.55356,50
Infineon_Technologies,Metal_Oxide,1.43,50
Infineon_Technologies,Metal_Oxide,?,50
STMicroelectronics,Metal_Oxide,0.588,70
STMicroelectronics,Metal_Oxide,1.52,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,0.588,50
STMicroelectronics,Metal_Oxide,1.52,50
STMicroelectronics,Metal_Oxide,?,50
STMicroelectronics,Metal_Oxide,0.588,2.5
STMicroelectronics,Metal_Oxide,1.52,2.5
STMicroelectronics,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,0.6174,2
STMicroelectronics,Metal_Oxide,1.59,2
STMicroelectronics,Metal_Oxide,?,2
ON_Semiconductor,Metal_Oxide,0.2175,0.6
ON_Semiconductor,Metal_Oxide,0.62,0.6
ON_Semiconductor,Metal_Oxide,?,0.6
Central_Semiconductor_Corp,Metal_Oxide,0.2088,0.1
Central_Semiconductor_Corp,Metal_Oxide,0.63,0.1
Central_Semiconductor_Corp,Metal_Oxide,?,0.1
Infineon_Technologies,Metal_Oxide,?,2
Infineon_Technologies,Metal_Oxide,0.63,2
Infineon_Technologies,Metal_Oxide,?,2
STMicroelectronics,Metal_Oxide,0.63,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,0.63,70
STMicroelectronics,Metal_Oxide,1.52,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,0.20858,28
Infineon_Technologies,Metal_Oxide,0.64,28
Infineon_Technologies,Metal_Oxide,?,28
ON_Semiconductor,Metal_Oxide,0.22475,0.7
ON_Semiconductor,Metal_Oxide,0.64,0.7
ON_Semiconductor,Metal_Oxide,?,0.7
ON_Semiconductor,Metal_Oxide,0.65,36
Infineon_Technologies,Metal_Oxide,0.22954,47
Infineon_Technologies,Metal_Oxide,0.65,47
Infineon_Technologies,Metal_Oxide,?,47
Infineon_Technologies,Metal_Oxide,0.20956,31
Infineon_Technologies,Metal_Oxide,0.66,31
Infineon_Technologies,Metal_Oxide,?,31
ON_Semiconductor,Metal_Oxide,0.217,0.5
ON_Semiconductor,Metal_Oxide,0.68,0.5
ON_Semiconductor,Metal_Oxide,?,0.5
STMicroelectronics,Metal_Oxide,0.6858,4
STMicroelectronics,Metal_Oxide,1.62,4
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,0.3048,4
STMicroelectronics,Metal_Oxide,0.691,90
STMicroelectronics,Metal_Oxide,1.58,90
STMicroelectronics,Metal_Oxide,?,90
Infineon_Technologies,Metal_Oxide,0.70275,175
Infineon_Technologies,Metal_Oxide,1.69,175
Infineon_Technologies,Metal_Oxide,?,175
Infineon_Technologies,Metal_Oxide,0.70275,175
Infineon_Technologies,Metal_Oxide,1.69,175
Infineon_Technologies,Metal_Oxide,?,175
STMicroelectronics,Metal_Oxide,0.70875,2.5
STMicroelectronics,Metal_Oxide,1.67,2.5
STMicroelectronics,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,0.70875,2.7
STMicroelectronics,Metal_Oxide,1.67,2.7
STMicroelectronics,Metal_Oxide,?,2.7
STMicroelectronics,Metal_Oxide,0.315,2.7
ON_Semiconductor,Metal_Oxide,0.261,0.7
ON_Semiconductor,Metal_Oxide,0.74,0.7
ON_Semiconductor,Metal_Oxide,?,0.7
STMicroelectronics,Metal_Oxide,0.7425,4
STMicroelectronics,Metal_Oxide,1.75,4
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,0.33,4
STMicroelectronics,Metal_Oxide,0.76545,95
STMicroelectronics,Metal_Oxide,1.81,95
STMicroelectronics,Metal_Oxide,?,95
Infineon_Technologies,Metal_Oxide,0.77735,188
Infineon_Technologies,Metal_Oxide,1.71,188
Infineon_Technologies,Metal_Oxide,?,188
STMicroelectronics,Metal_Oxide,0.77895,70
STMicroelectronics,Metal_Oxide,1.84,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,0.25758,32
Infineon_Technologies,Metal_Oxide,0.79,32
Infineon_Technologies,Metal_Oxide,?,32
ON_Semiconductor,Metal_Oxide,0.812,0.93
ON_Semiconductor,Metal_Oxide,1.79,0.93
ON_Semiconductor,Metal_Oxide,?,0.93
Infineon_Technologies,Metal_Oxide,0.82511,125
Infineon_Technologies,Metal_Oxide,2.02,125
Infineon_Technologies,Metal_Oxide,?,125
STMicroelectronics,Metal_Oxide,?,62.5
STMicroelectronics,Metal_Oxide,0.84,62.5
STMicroelectronics,Metal_Oxide,?,62.5
STMicroelectronics,Metal_Oxide,0.84,60
ON_Semiconductor,Metal_Oxide,0.845,0.93
ON_Semiconductor,Metal_Oxide,2.07,0.93
ON_Semiconductor,Metal_Oxide,?,0.93
Infineon_Technologies,Metal_Oxide,0.85644,136
Infineon_Technologies,Metal_Oxide,?,136
Infineon_Technologies,Metal_Oxide,?,136
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,0.86,45
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,0.87,45
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,?,30
STMicroelectronics,Metal_Oxide,0.87,30
STMicroelectronics,Metal_Oxide,?,30
Infineon_Technologies,Metal_Oxide,0.87516,114
Infineon_Technologies,Metal_Oxide,2.15,114
Infineon_Technologies,Metal_Oxide,?,114
Infineon_Technologies,Metal_Oxide,0.2889,50
Infineon_Technologies,Metal_Oxide,0.88,50
Infineon_Technologies,Metal_Oxide,?,50
STMicroelectronics,Metal_Oxide,?,30
STMicroelectronics,Metal_Oxide,0.91,30
STMicroelectronics,Metal_Oxide,?,30
STMicroelectronics,Metal_Oxide,?,35
STMicroelectronics,Metal_Oxide,0.91,35
STMicroelectronics,Metal_Oxide,?,35
STMicroelectronics,Metal_Oxide,0.92205,96
STMicroelectronics,Metal_Oxide,?,96
STMicroelectronics,Metal_Oxide,?,96
Infineon_Technologies,Metal_Oxide,?,1.56
Infineon_Technologies,Metal_Oxide,0.94,1.56
Infineon_Technologies,Metal_Oxide,?,1.56
ON_Semiconductor,Metal_Oxide,0.368,0.89
ON_Semiconductor,Metal_Oxide,0.95,0.89
ON_Semiconductor,Metal_Oxide,?,0.89
STMicroelectronics,Metal_Oxide,?,2.7
STMicroelectronics,Metal_Oxide,0.96,2.7
STMicroelectronics,Metal_Oxide,?,2.7
Infineon_Technologies,Metal_Oxide,0.31887,2.1
Infineon_Technologies,Metal_Oxide,0.97,2.1
Infineon_Technologies,Metal_Oxide,?,2.1
Infineon_Technologies,Metal_Oxide,0.36123,2.2
Infineon_Technologies,Metal_Oxide,0.98,2.2
Infineon_Technologies,Metal_Oxide,?,2.2
STMicroelectronics,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,0.98,2.5
Infineon_Technologies,Metal_Oxide,0.38528,136
Infineon_Technologies,Metal_Oxide,0.99,136
Infineon_Technologies,Metal_Oxide,?,136
STMicroelectronics,Metal_Oxide,0.99225,4
STMicroelectronics,Metal_Oxide,2.34,4
STMicroelectronics,Metal_Oxide,?,4
Infineon_Technologies,Metal_Oxide,0.99543,214
Infineon_Technologies,Metal_Oxide,2.19,214
Infineon_Technologies,Metal_Oxide,?,214
STMicroelectronics,Metal_Oxide,1.0353,90
STMicroelectronics,Metal_Oxide,2.28,90
STMicroelectronics,Metal_Oxide,?,90
Infineon_Technologies,Metal_Oxide,0.38171,37
Infineon_Technologies,Metal_Oxide,1.04,37
Infineon_Technologies,Metal_Oxide,?,37
Infineon_Technologies,Metal_Oxide,0.38171,37
Infineon_Technologies,Metal_Oxide,1.04,37
Infineon_Technologies,Metal_Oxide,?,37
STMicroelectronics,Metal_Oxide,1.04,27
STMicroelectronics,Metal_Oxide,?,27
STMicroelectronics,Metal_Oxide,1.04,27
STMicroelectronics,Metal_Oxide,?,27
STMicroelectronics,Metal_Oxide,1.07,45
ON_Semiconductor,Metal_Oxide,0.42,40
ON_Semiconductor,Metal_Oxide,1.08,40
ON_Semiconductor,Metal_Oxide,?,40
STMicroelectronics,Metal_Oxide,1.09,45
STMicroelectronics,Metal_Oxide,1.1,45
STMicroelectronics,Metal_Oxide,1.10565,70
STMicroelectronics,Metal_Oxide,2.61,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,0.40898,33.8
Infineon_Technologies,Metal_Oxide,1.11,33.8
Infineon_Technologies,Metal_Oxide,?,33.8
STMicroelectronics,Metal_Oxide,1.14,50
STMicroelectronics,Metal_Oxide,1.14,20
STMicroelectronics,Metal_Oxide,1.15,60
Infineon_Technologies,Metal_Oxide,0.4501,136
Infineon_Technologies,Metal_Oxide,1.16,136
Infineon_Technologies,Metal_Oxide,?,136
Infineon_Technologies,Metal_Oxide,1.18,100
STMicroelectronics,Metal_Oxide,1.19,45
Infineon_Technologies,Metal_Oxide,1.19828,214
Infineon_Technologies,Metal_Oxide,2.64,214
Infineon_Technologies,Metal_Oxide,?,214
Infineon_Technologies,Metal_Oxide,0.4974,79
Infineon_Technologies,Metal_Oxide,1.2,79
Infineon_Technologies,Metal_Oxide,?,79
STMicroelectronics,Metal_Oxide,1.20555,2.5
STMicroelectronics,Metal_Oxide,2.85,2.5
STMicroelectronics,Metal_Oxide,?,2.5
Infineon_Technologies,Metal_Oxide,1.208,300
Infineon_Technologies,Metal_Oxide,2.66,300
Infineon_Technologies,Metal_Oxide,?,300
Infineon_Technologies,Metal_Oxide,0.44648,48
Infineon_Technologies,Metal_Oxide,1.21,48
Infineon_Technologies,Metal_Oxide,?,48
STMicroelectronics,Metal_Oxide,1.21,30
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.21,60
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.218,100
STMicroelectronics,Metal_Oxide,2.68,100
STMicroelectronics,Metal_Oxide,?,100
STMicroelectronics,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,1.25,2.5
STMicroelectronics,Metal_Oxide,?,2.5
Infineon_Technologies,Metal_Oxide,0.46098,2.5
Infineon_Technologies,Metal_Oxide,1.25,2.5
Infineon_Technologies,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,1.26,45
STMicroelectronics,Metal_Oxide,?,45
Infineon_Technologies,Metal_Oxide,0.48986,71
Infineon_Technologies,Metal_Oxide,1.26,71
Infineon_Technologies,Metal_Oxide,?,71
STMicroelectronics,Metal_Oxide,0.49,45
STMicroelectronics,Metal_Oxide,1.26,45
STMicroelectronics,Metal_Oxide,1.2615,300
STMicroelectronics,Metal_Oxide,2.78,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,1.27575,5.2
STMicroelectronics,Metal_Oxide,3.01,5.2
STMicroelectronics,Metal_Oxide,?,5.2
STMicroelectronics,Metal_Oxide,0.567,5.2
STMicroelectronics,Metal_Oxide,?,2.4
STMicroelectronics,Metal_Oxide,1.28,2.4
STMicroelectronics,Metal_Oxide,?,2.4
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.28,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.29,45
STMicroelectronics,Metal_Oxide,1.29,20
ON_Semiconductor,Metal_Oxide,0.50176,1.25
ON_Semiconductor,Metal_Oxide,1.29,1.25
ON_Semiconductor,Metal_Oxide,?,1.25
STMicroelectronics,Metal_Oxide,1.32,45
Infineon_Technologies,Metal_Oxide,0.5469,71
Infineon_Technologies,Metal_Oxide,1.32,71
Infineon_Technologies,Metal_Oxide,?,71
Infineon_Technologies,Metal_Oxide,0.49011,83
Infineon_Technologies,Metal_Oxide,1.33,83
Infineon_Technologies,Metal_Oxide,?,83
Infineon_Technologies,Metal_Oxide,0.48878,57
Infineon_Technologies,Metal_Oxide,1.33,57
Infineon_Technologies,Metal_Oxide,?,57
STMicroelectronics,Metal_Oxide,1.33,70
STMicroelectronics,Metal_Oxide,2.88,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.33,45
STMicroelectronics,Metal_Oxide,1.33,80
STMicroelectronics,Metal_Oxide,1.34,90
STMicroelectronics,Metal_Oxide,1.36,60
Infineon_Technologies,Metal_Oxide,0.50487,83
Infineon_Technologies,Metal_Oxide,1.37,83
Infineon_Technologies,Metal_Oxide,?,83
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.37,60
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.4,25
Infineon_Technologies,Metal_Oxide,0.5835,94
Infineon_Technologies,Metal_Oxide,1.4,94
Infineon_Technologies,Metal_Oxide,?,94
Infineon_Technologies,Metal_Oxide,1.42854,300
Infineon_Technologies,Metal_Oxide,3.14,300
Infineon_Technologies,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,1.43,2.5
STMicroelectronics,Metal_Oxide,?,2.5
Infineon_Technologies,Metal_Oxide,0.59475,100
Infineon_Technologies,Metal_Oxide,1.43,100
Infineon_Technologies,Metal_Oxide,?,100
STMicroelectronics,Metal_Oxide,1.44,115
STMicroelectronics,Metal_Oxide,1.46,300
STMicroelectronics,Metal_Oxide,2.93,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,1.47,45
STMicroelectronics,Metal_Oxide,1.47,20
STMicroelectronics,Metal_Oxide,1.47,20
Infineon_Technologies,Metal_Oxide,0.5719,125
Infineon_Technologies,Metal_Oxide,1.47,125
Infineon_Technologies,Metal_Oxide,?,125
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.48,60
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.49,45
STMicroelectronics,Metal_Oxide,1.5,45
Infineon_Technologies,Metal_Oxide,0.5578,96
Infineon_Technologies,Metal_Oxide,1.51,96
Infineon_Technologies,Metal_Oxide,?,96
STMicroelectronics,Metal_Oxide,1.51,110
Infineon_Technologies,Metal_Oxide,1.51662,300
Infineon_Technologies,Metal_Oxide,3.12,300
Infineon_Technologies,Metal_Oxide,?,300
Infineon_Technologies,Metal_Oxide,?,71
Infineon_Technologies,Metal_Oxide,1.53,71
STMicroelectronics,Metal_Oxide,1.54,40
Infineon_Technologies,Metal_Oxide,1.55,210
Infineon_Technologies,Metal_Oxide,0.61054,83
Infineon_Technologies,Metal_Oxide,1.57,83
Infineon_Technologies,Metal_Oxide,?,83
STMicroelectronics,Metal_Oxide,1.58,60
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.58,70
STMicroelectronics,Metal_Oxide,?,70
ON_Semiconductor,Metal_Oxide,0.675,60
ON_Semiconductor,Metal_Oxide,1.6,60
ON_Semiconductor,Metal_Oxide,?,60
Infineon_Technologies,Metal_Oxide,0.6513,2.5
Infineon_Technologies,Metal_Oxide,1.6,2.5
Infineon_Technologies,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,1.60664,4
STMicroelectronics,Metal_Oxide,3.48,4
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.61,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,1.61,4
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,1.61,80
Infineon_Technologies,Metal_Oxide,0.66131,50
Infineon_Technologies,Metal_Oxide,1.62,50
Infineon_Technologies,Metal_Oxide,?,50
Infineon_Technologies,Metal_Oxide,1.64,175
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.64,60
STMicroelectronics,Metal_Oxide,?,60
Infineon_Technologies,Metal_Oxide,0.67444,62.5
Infineon_Technologies,Metal_Oxide,1.65,62.5
Infineon_Technologies,Metal_Oxide,?,62.5
STMicroelectronics,Metal_Oxide,1.65,90
Infineon_Technologies,Metal_Oxide,0.6966,63
Infineon_Technologies,Metal_Oxide,1.65,63
Infineon_Technologies,Metal_Oxide,?,63
STMicroelectronics,Metal_Oxide,1.66,20
STMicroelectronics,Metal_Oxide,0.6885,45
STMicroelectronics,Metal_Oxide,1.66,45
STMicroelectronics,Metal_Oxide,?,45
STMicroelectronics,Metal_Oxide,?,80
STMicroelectronics,Metal_Oxide,1.67,80
STMicroelectronics,Metal_Oxide,?,80
Infineon_Technologies,Metal_Oxide,1.69,31
STMicroelectronics,Metal_Oxide,?,2.7
STMicroelectronics,Metal_Oxide,1.69,2.7
STMicroelectronics,Metal_Oxide,?,2.7
Infineon_Technologies,Metal_Oxide,1.69484,300
Infineon_Technologies,Metal_Oxide,3.49,300
Infineon_Technologies,Metal_Oxide,?,2.2
Infineon_Technologies,Metal_Oxide,1.71,2.2
Infineon_Technologies,Metal_Oxide,?,2.2
STMicroelectronics,Metal_Oxide,1.71,70
STMicroelectronics,Metal_Oxide,1.71,25
STMicroelectronics,Metal_Oxide,?,50
STMicroelectronics,Metal_Oxide,1.72,50
STMicroelectronics,Metal_Oxide,?,50
Infineon_Technologies,Metal_Oxide,0.66514,136
Infineon_Technologies,Metal_Oxide,1.72,136
Infineon_Technologies,Metal_Oxide,?,136
Infineon_Technologies,Metal_Oxide,0.71985,115
Infineon_Technologies,Metal_Oxide,1.73,115
Infineon_Technologies,Metal_Oxide,?,115
Infineon_Technologies,Metal_Oxide,0.73534,74
Infineon_Technologies,Metal_Oxide,1.74,74
Infineon_Technologies,Metal_Oxide,?,74
Infineon_Technologies,Metal_Oxide,0.7221,94
Infineon_Technologies,Metal_Oxide,1.74,94
Infineon_Technologies,Metal_Oxide,?,94
STMicroelectronics,Metal_Oxide,1.74629,5.2
STMicroelectronics,Metal_Oxide,3.78,5.2
STMicroelectronics,Metal_Oxide,?,5.2
Infineon_Technologies,Metal_Oxide,1.75,100
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,1.76,70
STMicroelectronics,Metal_Oxide,?,70
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.77,60
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,?,90
STMicroelectronics,Metal_Oxide,1.77,90
STMicroelectronics,Metal_Oxide,?,90
STMicroelectronics,Metal_Oxide,0.735,70
STMicroelectronics,Metal_Oxide,1.77,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,0.65449,74
Infineon_Technologies,Metal_Oxide,1.78,74
Infineon_Technologies,Metal_Oxide,?,74
STMicroelectronics,Metal_Oxide,1.79,150
STMicroelectronics,Metal_Oxide,1.82,70
STMicroelectronics,Metal_Oxide,1.82,45
Infineon_Technologies,Metal_Oxide,?,94
Infineon_Technologies,Metal_Oxide,1.82,94
Infineon_Technologies,Metal_Oxide,0.74672,69
Infineon_Technologies,Metal_Oxide,1.83,69
Infineon_Technologies,Metal_Oxide,?,69
STMicroelectronics,Metal_Oxide,1.8382,100
STMicroelectronics,Metal_Oxide,3.78,100
STMicroelectronics,Metal_Oxide,?,100
STMicroelectronics,Metal_Oxide,?,80
STMicroelectronics,Metal_Oxide,1.85,80
STMicroelectronics,Metal_Oxide,?,80
STMicroelectronics,Metal_Oxide,?,60
STMicroelectronics,Metal_Oxide,1.88,60
STMicroelectronics,Metal_Oxide,?,60
Infineon_Technologies,Metal_Oxide,0.79434,83
Infineon_Technologies,Metal_Oxide,1.88,83
Infineon_Technologies,Metal_Oxide,?,83
Infineon_Technologies,Metal_Oxide,?,136
Infineon_Technologies,Metal_Oxide,1.88,136
STMicroelectronics,Metal_Oxide,1.911,160
STMicroelectronics,Metal_Oxide,3.93,160
STMicroelectronics,Metal_Oxide,?,160
STMicroelectronics,Metal_Oxide,0.82215,80
